codigo,estacao,timestamp,bacia,latitude,longitude,regiao,altitude,chuva_1h_mm,chuva_6h_mm,chuva_12h_mm,chuva_24h_mm,chuva_48h_mm,rio_nivel_m,rio_tendencia
DCRS-00100,Restinga Sêca (H),2026-07-20T05:38:48.000Z,RS - Rios Vacacaí - Vacacaí Mirim,-29.80120086669922,-53.36899948120117,Centro Ocidental Rio-grandense,,0.0,17.200000762939453,36.79999923706055,65.19999694824219,65.19999694824219,35.68000030517578,0.0946153849363327
DCRS-00101,Rio Pardo (H),2026-07-20T05:38:50.000Z,RS - Rio Pardo,-29.97610092163086,-52.380699157714844,Centro Oriental Rio-grandense,,7.599999904632568,10.199999809265137,28.0,38.20000076293945,38.20000076293945,5.409999847412109,0.01846153847873211
DCRS-00102,Dona Francisca (H),2026-07-20T05:38:46.000Z,RS - Baixo Jacuí,-29.631099700927734,-53.35850143432617,Centro Ocidental Rio-grandense,,0.0,9.600000381469727,32.0,77.0,77.0,34.86000061035156,-0.013846153393387794
DCRS-00103,Manoel Viana (H),2026-07-20T05:38:48.000Z,RS - Rio Ibicuí,-29.59630012512207,-55.48160171508789,Sudoeste Rio-grandense,,0.0,0.0,0.20000000298023224,125.4000015258789,125.5999984741211,64.83000183105469,0.03461538627743721
DCRS-00104,Arroio do Meio/Lajeado (H),2026-07-20T05:38:44.000Z,RS - Rio Taquari-Antas,-29.421499252319336,-51.96620178222656,Centro Oriental Rio-grandense,,0.4000000059604645,16.799999237060547,33.20000076293945,34.599998474121094,34.599998474121094,13.050000190734863,0.005384615156799555
DCRS-00105,Viamão - Reserva Estadual (H),2026-07-20T05:38:48.000Z,RS - Lago Guaíba,-30.358800888061523,-51.04629898071289,Metropolitana de Porto Alegre,,1.0,14.600000381469727,23.399999618530273,28.200000762939453,28.200000762939453,0.27000001072883606,0.008461538702249527
DCRS-00106,Guarani das Missões (H),2026-07-20T05:38:51.000Z,RS - Rios Turvo – Santa Rosa – Santo Cristo,-28.13949966430664,-54.56039810180664,Noroeste Rio-grandense,,4.0,4.599999904632568,6.800000190734863,6.800000190734863,6.800000190734863,217.75,0.05307692289352417
DCRS-00107,Tucunduva/Horizontina (H),2026-07-20T05:38:54.000Z,RS - Rios Turvo – Santa Rosa – Santo Cristo,-27.606399536132812,-54.3916015625,Noroeste Rio-grandense,,0.0,0.6000000238418579,1.399999976158142,1.7999999523162842,1.7999999523162842,195.1999969482422,-0.007692307699471712
DCRS-00108,Santa Cruz do Sul,2026-07-20T05:38:54.000Z,RS - Rio Pardo,-29.645999908447266,-52.462799072265625,Centro Oriental Rio-grandense,,0.0,1.0,23.399999618530273,45.599998474121094,45.599998474121094,33.61000061035156,0.03769230842590332
DCRS-00109,Bossoroca,2026-07-20T05:38:50.000Z,RS - Rio Piratinim,-28.530099868774414,-54.963199615478516,Noroeste Rio-grandense,,0.0,0.0,0.0,0.0,0.0,118.7699966430664,0.006923076696693897
DCRS-00110,Muitos Capões/Lagoa Vermelha,2026-07-20T05:38:48.000Z,RS - Rio Taquari-Antas,-28.323299407958984,-51.33679962158203,Nordeste Rio-grandense,,0.6000000238418579,6.199999809265137,6.199999809265137,6.199999809265137,6.199999809265137,742.97998046875,0.003846153849735856
DCRS-00111,Arroio Grande - Santa Isabel do Sul,2026-07-20T05:38:47.000Z,RS - Lagoa Mirim e do Canal São Gonçalo,-32.120201110839844,-52.600101470947266,Sudeste Rio-grandense,,0.0,0.0,0.0,58.599998474121094,65.0,0.949999988079071,0.02461538463830948
DCRS-00112,Amaral Ferrador,2026-07-20T05:38:47.000Z,RS - Rio Camaquã,-30.86680030822754,-52.24190139770508,Sudeste Rio-grandense,,0.0,4.400000095367432,19.399999618530273,51.400001525878906,51.400001525878906,28.229999542236328,0.036153845489025116
DCRS-00113,Cachoeira do Sul - Centro,2026-07-20T05:38:46.000Z,RS - Baixo Jacuí,-30.061899185180664,-52.897499084472656,Centro Oriental Rio-grandense,,1.0,3.0,15.199999809265137,26.0,26.0,16.15999984741211,0.01923076994717121
DCRS-00114,Lagoão,2026-07-20T05:38:48.000Z,RS - Rio Pardo,-29.265600204467773,-52.68579864501953,Centro Oriental Rio-grandense,,2.200000047683716,9.0,29.799999237060547,29.799999237060547,29.799999237060547,280.5400085449219,0.07461538165807724
DCRS-00115,Jaguarão,2026-07-20T05:38:46.000Z,RS - Lagoa Mirim e do Canal São Gonçalo,-32.56949996948242,-53.37620162963867,Sudeste Rio-grandense,,0.0,0.0,0.0,28.399999618530273,112.4000015258789,1.9199999570846558,0.006923076696693897
DCRS-00116,Barra Funda/Novo Barreiro,2026-07-20T05:38:53.000Z,RS - Rio da Várzea,-27.922700881958008,-53.04779815673828,Noroeste Rio-grandense,,0.20000000298023224,4.0,4.0,4.0,4.0,352.55999755859375,0.0023076923098415136
DCRS-00117,Quaraí,2026-07-20T05:38:54.000Z,RS - Rio Quaraí,-30.39240074157715,-56.4557991027832,Sudoeste Rio-grandense,,3.799999952316284,3.799999952316284,3.799999952316284,106.19999694824219,148.39999389648438,94.55999755859375,0.05230769142508507
DCRS-00118,Cachoeira do Sul - Arroio Irapuá,2026-07-20T05:38:45.000Z,RS - Baixo Jacuí,-30.311500549316406,-53.18000030517578,Centro Oriental Rio-grandense,,3.799999952316284,8.0,36.599998474121094,79.4000015258789,79.4000015258789,39.540000915527344,0.06461538374423981
DCRS-00119,Esteio,2026-07-20T05:38:48.000Z,RS - Sinos,-29.829599380493164,-51.180301666259766,Metropolitana de Porto Alegre,,0.0,10.399999618530273,14.800000190734863,14.800000190734863,14.800000190734863,0.1599999964237213,-0.01076923031359911
DCRS-00120,Gravataí,2026-07-20T05:38:46.000Z,RS - Rio Gravataí,-29.96380043029785,-50.98059844970703,Metropolitana de Porto Alegre,,0.0,9.199999809265137,12.600000381469727,16.399999618530273,16.399999618530273,2.619999885559082,-0.0007692307699471712
DCRS-00121,Guaporé / Anta Gorda,2026-07-20T05:38:52.000Z,RS - Rio Taquari-Antas,-28.910999298095703,-51.95249938964844,Nordeste Rio-grandense,,1.7999999523162842,11.199999809265137,11.800000190734863,11.800000190734863,11.800000190734863,198.8800048828125,0.0
DCRS-00122,Porto Alegre - Cristal,2026-07-20T05:38:48.000Z,RS - Lago Guaíba,-30.0772762298584,-51.245216369628906,Metropolitana de Porto Alegre,,0.0,7.599999904632568,18.600000381469727,23.600000381469727,23.600000381469727,0.3400000035762787,-0.020769231021404266
DCRS-00123,Arroio do Meio - Rio Taquari,2026-07-20T05:38:45.000Z,RS - Rio Taquari-Antas,-29.401399612426758,-51.93550109863281,Centro Oriental Rio-grandense,,0.800000011920929,17.799999237060547,27.799999237060547,28.0,28.0,1.25,-0.017692307010293007
DCRS-00124,Candelária,2026-07-20T05:38:45.000Z,RS - Rio Pardo,-29.67329978942871,-52.77000045776367,Centro Oriental Rio-grandense,,0.0,0.0,0.0,0.20000000298023224,0.20000000298023224,7.53000020980835,-0.013076922856271267
DCRS-00125,Cristal,2026-07-20T05:38:46.000Z,RS - Rio Camaquã,-31.012300491333008,-52.05270004272461,Sudeste Rio-grandense,,0.0,10.800000190734863,22.600000381469727,52.79999923706055,52.79999923706055,16.020000457763672,0.03769230842590332
DCRS-00126,Turuçu,2026-07-20T05:38:53.000Z,RS - Rio Camaquã,-31.41119956970215,-52.16809844970703,Sudeste Rio-grandense,,3.4000000953674316,9.399999618530273,14.399999618530273,43.20000076293945,45.0,15.489999771118164,0.01846153847873211
DCRS-00127,Nova Santa Rita/Canoas,2026-07-20T05:38:52.000Z,RS - Sinos,-29.877300262451172,-51.242801666259766,Metropolitana de Porto Alegre,,0.0,10.199999809265137,14.399999618530273,14.399999618530273,14.399999618530273,0.41999998688697815,-0.006923076696693897
DCRS-00128,Santana da Boa Vista,2026-07-20T05:38:49.000Z,RS - Rio Camaquã,-30.972999572753906,-53.04600143432617,Sudeste Rio-grandense,,8.399999618530273,14.199999809265137,26.399999618530273,99.19999694824219,100.5999984741211,80.47000122070312,0.05615384504199028
DCRS-00130,Ijuí,2026-07-20T05:38:48.000Z,RS - Rio Ijuí,-28.319599151611328,-53.98189926147461,Noroeste Rio-grandense,,0.0,0.0,0.0,0.0,0.0,241.9199981689453,-0.003076923079788685
DCRS-00001,Igrejinha,2026-07-20T08:35:35.000Z,RS - Sinos,-29.57430076599121,-50.79610061645508,Metropolitana de Porto Alegre,,0.0,5.800000190734863,12.399999618530273,15.800000190734863,15.800000190734863,27.239999771118164,0.014615384861826897
DCRS-00002,Nova Hartz,2026-07-20T08:35:36.000Z,RS - Sinos,-29.593399047851562,-50.90299987792969,Metropolitana de Porto Alegre,,0.0,10.600000381469727,18.0,22.399999618530273,22.399999618530273,20.690000534057617,-0.003846153849735856
DCRS-00003,Araricá / Sapiranga / Taquara,2026-07-20T08:35:40.000Z,RS - Sinos,-29.691099166870117,-50.94179916381836,Metropolitana de Porto Alegre,,1.7999999523162842,5.400000095367432,17.200000762939453,19.200000762939453,22.799999237060547,4.809999942779541,0.004615384619683027
DCRS-00004,Três Coroas,2026-07-20T08:35:39.000Z,RS - Sinos,-29.469900131225586,-50.759498596191406,Metropolitana de Porto Alegre,,0.0,6.0,12.199999809265137,14.399999618530273,14.399999618530273,68.91999816894531,-0.003846153849735856
DCRS-00005,Rolante - Rio Mascarada,2026-07-20T08:35:45.000Z,RS - Sinos,-29.582399368286133,-50.46979904174805,Metropolitana de Porto Alegre,,0.0,6.800000190734863,12.800000190734863,13.399999618530273,13.399999618530273,84.72000122070312,0.005384615156799555
DCRS-00006,Rolante - Centro,2026-07-20T08:35:37.000Z,RS - Sinos,-29.665199279785156,-50.582000732421875,Metropolitana de Porto Alegre,,0.0,4.199999809265137,8.399999618530273,9.199999809265137,9.199999809265137,31.010000228881836,0.005384615156799555
DCRS-00007,Protásio Alves - Ipê,2026-07-20T08:35:40.000Z,RS - Rio Taquari-Antas,-28.738500595092773,-51.425899505615234,Nordeste Rio-grandense,,0.0,8.600000381469727,12.0,12.0,12.0,355.8299865722656,0.02538461610674858
DCRS-00008,Nova Roma - Farroupilha,2026-07-20T08:35:38.000Z,RS - Rio Taquari-Antas,-29.0575008392334,-51.39609909057617,Nordeste Rio-grandense,,0.4000000059604645,6.599999904632568,11.0,11.0,11.0,156.77000427246094,0.0
DCRS-00009,Imigrante,2026-07-20T08:35:40.000Z,RS - Rio Taquari-Antas,-29.34950065612793,-51.770999908447266,Centro Oriental Rio-grandense,,1.2000000476837158,3.5999999046325684,11.0,18.399999618530273,18.399999618530273,76.22000122070312,-0.003846153849735856
DCRS-00010,Teutonia,2026-07-20T08:35:41.000Z,RS - Rio Taquari-Antas,-29.46030044555664,-51.76839828491211,Centro Oriental Rio-grandense,,6.0,11.600000381469727,26.799999237060547,34.599998474121094,34.599998474121094,51.4900016784668,0.09076923131942749
DCRS-00011,Travesseiro - Pouso Novo,2026-07-20T08:35:40.000Z,RS - Rio Taquari-Antas,-29.214500427246094,-52.15950012207031,Centro Oriental Rio-grandense,,6.400000095367432,9.399999618530273,20.399999618530273,23.600000381469727,23.600000381469727,70.44999694824219,0.0023076923098415136
DCRS-00012,Montenegro,2026-07-20T08:35:36.000Z,RS - Rio Caí,-29.69700050354004,-51.46009826660156,Metropolitana de Porto Alegre,,1.2000000476837158,3.200000047683716,14.600000381469727,22.399999618530273,22.399999618530273,0.49000000953674316,-0.006923076696693897
DCRS-00013,Putinga,2026-07-20T08:35:44.000Z,RS - Rio Taquari-Antas,-29.00029945373535,-52.160301208496094,Nordeste Rio-grandense,,10.199999809265137,12.199999809265137,18.200000762939453,18.799999237060547,18.799999237060547,440.9800109863281,0.0023076923098415136
DCRS-00014,Barão de Cotegipe,2026-07-20T08:35:41.000Z,RS - Rio Passo Fundo,-27.624300003051758,-52.38410186767578,Noroeste Rio-grandense,,0.0,0.0,0.20000000298023224,0.20000000298023224,0.20000000298023224,660.9199829101562,-0.0015384615398943424
DCRS-00015,Getúlio Vargas,2026-07-20T08:35:38.000Z,RS - Rios Apuaê – Inhandava,-27.880399703979492,-52.2322998046875,Noroeste Rio-grandense,,0.0,1.0,7.199999809265137,7.199999809265137,7.199999809265137,630.469970703125,-0.0015384615398943424
DCRS-00016,Passo Fundo,2026-07-20T08:35:43.000Z,RS - Rio Passo Fundo,-28.246999740600586,-52.371299743652344,Noroeste Rio-grandense,,0.0,0.0,3.4000000953674316,3.4000000953674316,3.4000000953674316,646.780029296875,0.008461538702249527
DCRS-00017,Marau,2026-07-20T08:35:40.000Z,RS - Rio Taquari-Antas,-28.45680046081543,-52.18920135498047,Noroeste Rio-grandense,,0.0,1.2000000476837158,6.800000190734863,6.800000190734863,6.800000190734863,502.8699951171875,0.003076923079788685
DCRS-00018,União da Serra,2026-07-20T08:35:41.000Z,RS - Rio Taquari-Antas,-28.719600677490234,-52.08300018310547,Nordeste Rio-grandense,,0.20000000298023224,13.199999809265137,20.200000762939453,20.200000762939453,20.200000762939453,330.3500061035156,0.009230769239366055
DCRS-00019,Sarandi,2026-07-20T08:35:39.000Z,RS - Rio da Várzea,-27.937400817871094,-52.919498443603516,Noroeste Rio-grandense,,0.20000000298023224,1.600000023841858,5.800000190734863,5.800000190734863,5.800000190734863,452.1400146484375,0.0007692307699471712
DCRS-00020,Rodeio Bonito,2026-07-20T08:35:39.000Z,RS - Rio da Várzea,-27.49880027770996,-53.16019821166992,Noroeste Rio-grandense,,0.6000000238418579,0.800000011920929,4.400000095367432,5.599999904632568,5.599999904632568,261.94000244140625,0.009230769239366055
DCRS-00021,Coronel Bicaco,2026-07-20T08:35:36.000Z,RS - Rios Turvo – Santa Rosa – Santo Cristo,-27.716899871826172,-53.713600158691406,Noroeste Rio-grandense,,0.0,0.800000011920929,2.4000000953674316,2.4000000953674316,2.4000000953674316,427.3299865722656,0.0
DCRS-00022,Santa Rosa - Pessegueirinho,2026-07-20T08:35:38.000Z,RS - Rios Turvo – Santa Rosa – Santo Cristo,-27.863800048828125,-54.48680114746094,Noroeste Rio-grandense,,0.0,0.0,1.399999976158142,1.600000023841858,1.600000023841858,236.91000366210938,-0.004615384619683027
DCRS-00023,Panambi,2026-07-20T08:35:42.000Z,RS - Rio Ijuí,-28.301300048828125,-53.503299713134766,Noroeste Rio-grandense,,3.5999999046325684,13.800000190734863,18.399999618530273,18.799999237060547,18.799999237060547,391.1499938964844,0.003846153849735856
DCRS-00024,Ibirubá,2026-07-20T08:35:36.000Z,RS - Alto Jacuí,-28.621000289916992,-53.089599609375,Noroeste Rio-grandense,,6.0,23.799999237060547,32.599998474121094,32.599998474121094,32.599998474121094,369.6400146484375,-0.004615384619683027
DCRS-00025,Caraá,2026-07-20T08:35:38.000Z,RS - Sinos,-29.76919937133789,-50.3572998046875,Metropolitana de Porto Alegre,,0.0,3.4000000953674316,7.0,7.199999809265137,7.199999809265137,70.51000213623047,0.0
DCRS-00026,Nova Palma,2026-07-20T08:35:38.000Z,RS - Baixo Jacuí,-29.476200103759766,-53.47930145263672,Centro Ocidental Rio-grandense,,2.799999952316284,5.599999904632568,11.199999809265137,35.400001525878906,35.400001525878906,71.7300033569336,0.09000000357627869
DCRS-00027,Santa Maria - Arroio Cadena,2026-07-20T08:35:39.000Z,RS - Rios Vacacaí - Vacacaí Mirim,-29.70009994506836,-53.835601806640625,Centro Ocidental Rio-grandense,,3.799999952316284,14.800000190734863,15.199999809265137,67.80000305175781,766.2000122070312,68.87000274658203,-0.0023076923098415136
DCRS-00028,Rio Pardo - Rio Jacuí,2026-07-20T08:35:40.000Z,RS - Baixo Jacuí,-29.99329948425293,-52.38140106201172,Centro Oriental Rio-grandense,,2.0,12.0,22.600000381469727,40.0,40.0,5.53000020980835,0.011538461782038212
DCRS-00029,Sinimbu,2026-07-20T08:35:36.000Z,RS - Rio Pardo,-29.53350067138672,-52.51959991455078,Centro Oriental Rio-grandense,,4.789999961853027,10.699999809265137,37.08000183105469,78.58999633789062,78.58999633789062,57.0099983215332,-0.006923076696693897
DCRS-00030,Cerro Branco/Candelária,2026-07-20T08:35:37.000Z,RS - Baixo Jacuí,-29.66950035095215,-52.93170166015625,Centro Oriental Rio-grandense,,5.599999904632568,7.199999809265137,16.399999618530273,52.0,52.0,69.77999877929688,-0.006923076696693897
DCRS-00031,Montenegro/Nova Santa Rita,2026-07-20T08:35:39.000Z,RS - Rio Caí,-29.822647094726562,-51.350067138671875,Metropolitana de Porto Alegre,,0.6000000238418579,1.600000023841858,11.600000381469727,16.0,16.0,0.23999999463558197,-0.02538461610674858
DCRS-00032,Charqueadas,2026-07-20T08:35:40.000Z,RS - Baixo Jacuí,-29.947799682617188,-51.617401123046875,Metropolitana de Porto Alegre,,0.4000000059604645,1.399999976158142,11.199999809265137,26.399999618530273,26.399999618530273,0.49000000953674316,-0.013846153393387794
DCRS-00033,Porto Alegre - Ipanema,2026-07-20T08:35:42.000Z,RS - Lago Guaíba,-30.14189910888672,-51.22710037231445,Metropolitana de Porto Alegre,,0.0,9.199999809265137,21.0,31.399999618530273,31.399999618530273,0.36000001430511475,-0.008461538702249527
DCRS-00034,Mata,2026-07-20T08:35:40.000Z,RS - Rio Ibicuí,-29.56410026550293,-54.45249938964844,Centro Ocidental Rio-grandense,,1.7999999523162842,5.400000095367432,5.400000095367432,59.599998474121094,60.400001525878906,99.08999633789062,-0.00615384615957737
DCRS-00035,Jaguari,2026-07-20T08:35:39.000Z,RS - Rio Ibicuí,-29.499300003051758,-54.68870162963867,Centro Ocidental Rio-grandense,,7.400000095367432,12.199999809265137,12.399999618530273,88.80000305175781,99.19999694824219,90.75,-0.01230769231915474
DCRS-00036,São Francisco de Assis,2026-07-20T08:35:44.000Z,RS - Rio Ibicuí,-29.547300338745117,-55.13639831542969,Sudoeste Rio-grandense,,1.2000000476837158,9.0,13.800000190734863,86.80000305175781,86.80000305175781,92.91000366210938,-0.0007692307699471712
DCRS-00037,Mostardas,2026-07-20T08:35:38.000Z,RS - Litoral Médio,-31.020599365234375,-50.967098236083984,Metropolitana de Porto Alegre,,0.0,3.200000047683716,21.399999618530273,41.599998474121094,41.599998474121094,0.5400000214576721,0.07153846323490143
DCRS-00038,Rio Grande,2026-07-20T08:35:36.000Z,RS - Lagoa Mirim e do Canal São Gonçalo,-32.02750015258789,-52.10210037231445,Sudeste Rio-grandense,,5.800000190734863,8.600000381469727,8.600000381469727,28.200000762939453,47.599998474121094,0.6499999761581421,-0.03384615480899811
DCRS-00039,Pelotas - Colônia Z3,2026-07-20T08:35:43.000Z,RS - Lagoa Mirim e do Canal São Gonçalo,-31.702299118041992,-52.15660095214844,Sudeste Rio-grandense,,9.0,12.800000190734863,12.800000190734863,34.599998474121094,40.599998474121094,0.6899999976158142,0.02230769209563732
DCRS-00040,São Loureço do Sul - Arroio São Lourenço,2026-07-20T08:35:36.000Z,RS - Rio Camaquã,-31.304489135742188,-52.09384536743164,Sudeste Rio-grandense,,0.6000000238418579,11.199999809265137,11.199999809265137,42.79999923706055,43.400001525878906,36.58000183105469,0.00615384615957737
DCRS-00041,Bagé,2026-07-20T08:35:39.000Z,RS - Rio Negro,-31.329599380493164,-54.09389877319336,Sudoeste Rio-grandense,,5.199999809265137,15.600000381469727,15.600000381469727,43.79999923706055,58.20000076293945,189.92999267578125,0.2884615361690521
DCRS-00042,Piratini - Cerrito,2026-07-20T08:35:39.000Z,RS - Lagoa Mirim e do Canal São Gonçalo,-31.719200134277344,-52.9010009765625,Sudeste Rio-grandense,,13.600000381469727,31.600000381469727,31.600000381469727,56.79999923706055,71.19999694824219,41.779998779296875,0.08923076838254929
DCRS-00043,Três Forquilhas - Rio Pedras Brancas,2026-07-20T08:35:37.000Z,RS - Rio Tramandaí,-29.431900024414062,-50.111900329589844,Metropolitana de Porto Alegre,,0.0,5.400000095367432,6.599999904632568,6.599999904632568,6.599999904632568,72.97000122070312,0.0
DCRS-00044,Viamão - Itapuã,2026-07-20T08:35:45.000Z,RS - Lago Guaíba,-30.28260040283203,-51.02130126953125,Metropolitana de Porto Alegre,,0.0,10.0,26.0,34.79999923706055,34.79999923706055,0.28999999165534973,0.035384614020586014
DCRS-00045,São Lourenço do Sul,2026-07-20T08:35:39.000Z,RS - Rio Camaquã,-31.377399444580078,-51.95989990234375,Sudeste Rio-grandense,,0.6000000238418579,19.399999618530273,19.399999618530273,53.79999923706055,53.79999923706055,0.6299999952316284,0.013076922856271267
DCRS-00046,Picada Café,2026-07-20T08:35:41.000Z,RS - Rio Caí,-29.461999893188477,-51.14039993286133,Metropolitana de Porto Alegre,,0.0,4.199999809265137,13.800000190734863,16.799999237060547,16.799999237060547,65.56999969482422,-0.003076923079788685
DCRS-00047,Maquiné - Rio Água Parada,2026-07-20T08:35:37.000Z,RS - Rio Tramandaí,-29.674999237060547,-50.19929885864258,Metropolitana de Porto Alegre,,0.0,6.800000190734863,8.0,8.0,8.0,0.6200000047683716,0.029999999329447746
DCRS-00048,Morrinhos do Sul,2026-07-20T08:35:38.000Z,RS - Mampituba,-29.36680030822754,-49.9375,Metropolitana de Porto Alegre,,0.4000000059604645,5.599999904632568,5.599999904632568,5.599999904632568,5.599999904632568,21.649999618530273,0.0
DCRS-00049,Santa Vitória do Palmar - Lagoa Mirim,2026-07-20T08:35:41.000Z,RS - Lagoa Mirim e do Canal São Gonçalo,-33.49789810180664,-53.4359016418457,Sudeste Rio-grandense,,0.0,0.0,0.0,11.600000381469727,59.0,0.550000011920929,0.005384615156799555
DCRS-00050,Arroio Grande,2026-07-20T08:35:37.000Z,RS - Lagoa Mirim e do Canal São Gonçalo,-32.23870086669922,-53.0890998840332,Sudeste Rio-grandense,,3.799999952316284,12.800000190734863,13.0,34.0,84.0,17.809999465942383,-0.009999999776482582
DCRS-00051,Piratini - Herval,2026-07-20T08:35:40.000Z,RS - Lagoa Mirim e do Canal São Gonçalo,-31.87540054321289,-53.0276985168457,Sudeste Rio-grandense,,9.600000381469727,12.800000190734863,13.199999809265137,34.79999923706055,59.599998474121094,39.040000915527344,0.03384615480899811
DCRS-00052,Cerrito - Pedro Osório,2026-07-20T08:35:37.000Z,RS - Lagoa Mirim e do Canal São Gonçalo,-31.86050033569336,-52.81679916381836,Sudeste Rio-grandense,,8.199999809265137,17.200000762939453,17.200000762939453,40.400001525878906,57.400001525878906,13.699999809265137,0.09769231081008911
DCRS-00053,Arambaré,2026-07-20T08:35:37.000Z,RS - Rio Camaquã,-30.906400680541992,-51.49259948730469,Metropolitana de Porto Alegre,,1.0,8.600000381469727,22.200000762939453,48.79999923706055,49.0,0.4699999988079071,0.07076922804117203
DCRS-00054,Barra do Ribeiro - Lago Guaíba,2026-07-20T08:35:40.000Z,RS - Lago Guaíba,-30.29450035095215,-51.29880142211914,Metropolitana de Porto Alegre,,0.0,6.199999809265137,19.0,35.599998474121094,35.599998474121094,0.4000000059604645,0.015384615398943424
DCRS-00055,Santa Cruz do Sul / Venâncio Aires,2026-07-20T08:35:37.000Z,RS - Rio Taquari-Antas,-29.56570053100586,-52.324798583984375,Centro Oriental Rio-grandense,,2.5999999046325684,5.0,29.399999618530273,43.79999923706055,43.79999923706055,49.619998931884766,-0.004615384619683027
DCRS-00056,Maquiné - Rio Forqueta,2026-07-20T08:35:37.000Z,RS - Rio Tramandaí,-29.58060073852539,-50.27840042114258,Metropolitana de Porto Alegre,,0.0,7.800000190734863,9.399999618530273,9.399999618530273,9.399999618530273,52.790000915527344,0.17076922953128815
DCRS-00057,Cotiporã - Dois Lajeados,2026-07-20T08:35:36.000Z,RS - Rio Taquari-Antas,-28.99570083618164,-51.75469970703125,Nordeste Rio-grandense,,5.0,12.800000190734863,19.799999237060547,19.799999237060547,19.799999237060547,96.0,-0.026923077180981636
DCRS-00058,Toropi/São Pedro do Sul,2026-07-20T08:35:44.000Z,RS - Rio Ibicuí,-29.490999221801758,-54.22600173950195,Centro Ocidental Rio-grandense,,6.199999809265137,18.0,20.0,34.20000076293945,34.79999923706055,102.16999816894531,0.01076923031359911
DCRS-00059,Santa Rosa - Pessegueiro,2026-07-20T08:35:43.000Z,RS - Rios Turvo – Santa Rosa – Santo Cristo,-27.878400802612305,-54.49129867553711,Noroeste Rio-grandense,,0.0,0.699999988079071,4.25,6.070000171661377,6.070000171661377,212.94000244140625,-0.006923076696693897
DCRS-00060,Barra do Rio Azul - Rio Palomas,2026-07-20T08:35:38.000Z,RS - Rios Apuaê – Inhandava,-27.40959930419922,-52.41450119018555,Noroeste Rio-grandense,,0.0,0.0,0.0,0.0,0.0,420.42999267578125,-0.0007692307699471712
DCRS-00061,Cacique Doble,2026-07-20T08:35:37.000Z,RS - Rios Apuaê – Inhandava,-27.76650047302246,-51.66669845581055,Noroeste Rio-grandense,,0.0,3.0,4.199999809265137,4.199999809265137,4.199999809265137,612.1699829101562,0.0
DCRS-00062,Pelotas - Arroio Pelotas,2026-07-18T00:04:44.000Z,RS - Lagoa Mirim e do Canal São Gonçalo,-31.59280014038086,-52.4114990234375,Sudeste Rio-grandense,,0.0,0.0,0.20000000298023224,0.20000000298023224,0.4000000059604645,19.219999313354492,0.004615384619683027
DCRS-00063,Capão do Leão - Eclusa - Canal São Gonçalo,2026-07-20T08:35:36.000Z,RS - Lagoa Mirim e do Canal São Gonçalo,-31.81089973449707,-52.388999938964844,Sudeste Rio-grandense,,13.399999618530273,13.800000190734863,13.800000190734863,34.20000076293945,39.0,0.6700000166893005,0.03461538627743721
DCRS-00064,São Gabriel,2026-07-20T08:35:44.000Z,RS - Rios Vacacaí - Vacacaí Mirim,-30.341299057006836,-54.30569839477539,Sudoeste Rio-grandense,,0.20000000298023224,17.200000762939453,31.0,104.5999984741211,126.19999694824219,82.0199966430664,0.18000000715255737
DCRS-00065,Dom Pedrito,2026-07-20T08:35:36.000Z,RS - Rio Santa Maria,-30.974599838256836,-54.68870162963867,Sudoeste Rio-grandense,,0.4000000059604645,9.199999809265137,9.199999809265137,44.599998474121094,67.80000305175781,122.58000183105469,0.09076923131942749
DCRS-00066,Encruzilhada do Sul,2026-07-20T08:35:45.000Z,RS - Baixo Jacuí,-30.490400314331055,-52.58789825439453,Sudeste Rio-grandense,,0.4000000059604645,5.199999809265137,34.599998474121094,101.0,102.19999694824219,180.60000610351562,-0.00615384615957737
DCRS-00067,Lavras do Sul,2026-07-20T08:35:40.000Z,RS - Rio Camaquã,-30.81570053100586,-53.89979934692383,Sudoeste Rio-grandense,,0.4000000059604645,14.399999618530273,15.800000190734863,54.79999923706055,65.80000305175781,267.94000244140625,0.02538461610674858
DCRS-00068,Canudos do Vale,2026-07-20T08:35:40.000Z,RS - Rio Taquari-Antas,-29.322500228881836,-52.23550033569336,Centro Oriental Rio-grandense,,3.5999999046325684,12.800000190734863,26.399999618530273,31.399999618530273,31.399999618530273,106.2300033569336,0.009166666306555271
DCRS-00069, Bom Princípio,2026-07-20T08:35:43.000Z,RS - Rio Caí,-29.487699508666992,-51.349098205566406,Metropolitana de Porto Alegre,,0.0,9.0,20.0,26.200000762939453,26.200000762939453,15.880000114440918,-0.008461538702249527
DCRS-00070,São Leopoldo,2026-07-20T08:35:40.000Z,RS - Sinos,-29.759300231933594,-51.14929962158203,Metropolitana de Porto Alegre,,0.20000000298023224,1.0,11.0,14.800000190734863,14.800000190734863,0.8799999952316284,-0.008461538702249527
DCRS-00071,Aratiba,2026-07-20T08:35:44.000Z,RS - Rios Apuaê – Inhandava,-27.393400192260742,-52.29819869995117,Noroeste Rio-grandense,,0.0,0.0,1.0,1.0,1.0,401.3699951171875,0.0015384615398943424
DCRS-00072,Torres,2026-07-20T08:35:44.000Z,RS - Mampituba,-29.299400329589844,-49.76969909667969,Metropolitana de Porto Alegre,,1.399999976158142,4.800000190734863,4.800000190734863,4.800000190734863,4.800000190734863,0.09000000357627869,-0.06846153736114502
